Date      , Firm_Id, Industry       , Revenue               , Cost_Of_Goods_Sold   , Operating_Expenses    , Market_Share
2023-06-30,      18, Telecoms       ,     5134.137184631442 ,    2418.3451750874024,     817.8110508022055 , 0.0011808100114985935
2023-09-30,      18, Telecoms       ,     9023.86223188825  ,    6300.37619136188  ,     959.1217943489121 , 0.0011808100114985935
2023-12-31,      18, Telecoms       ,     9123.414212386815 ,    5252.850097852444 ,    1142.5301647780323 , 0.0011808100114985935
2024-03-31,      18, Telecoms       ,    11155.480397359719 ,    5794.314824841037 ,    1956.270702698442  , 0.0011808100114985935
2024-06-30,      18, Telecoms       ,    15767.533662707774 ,   10555.510888347631 ,    3842.827060043335  , 0.0011808100114985935
2010-03-31,      19, Telecoms       ,   583322.2658024136   ,  347197.0127264362   ,  103314.72433839567   , 0.05052052635285772
2010-06-30,      19, Telecoms       ,   371505.3033026475   ,  201556.66722839052  ,   69083.76281219235   , 0.05052052635285772
2010-09-30,      19, Telecoms       ,   410184.2614369462   ,  218053.781760142    ,   41410.91362495562   , 0.05052052635285772
2010-12-31,      19, Telecoms       ,   433818.3605332864   ,  322546.74316224834  ,  106225.66674136843   , 0.05052052635285772
2011-03-31,      19, Telecoms       ,   820507.1147518551   ,  454349.11085943494  ,  164646.21798273467   , 0.05052052635285772
2011-06-30,      19, Telecoms       ,   340361.49498498486  ,  235403.88481032825  ,   82372.05512297167   , 0.05052052635285772
2011-09-30,      19, Telecoms       ,   769343.1106285006   ,  407581.46620700485  ,  191220.11133632425   , 0.05052052635285772
2011-12-31,      19, Telecoms       ,   371344.78898959013  ,  169975.97690996388  ,   70752.07049385371   , 0.05052052635285772
2012-03-31,      19, Telecoms       ,   749806.0310486666   ,  364492.9137637216   ,  180537.8968999095    , 0.05052052635285772
2012-06-30,      19, Telecoms       ,   693648.3247909053   ,  349844.98955387133  ,  134160.61071636318   , 0.05052052635285772
2012-09-30,      19, Telecoms       ,   337262.11284347257  ,  207057.8794889397   ,   54831.7413557693    , 0.05052052635285772
2012-12-31,      19, Telecoms       ,   297507.236174033    ,  148178.738991568    ,   37378.946114267135  , 0.05052052635285772
2013-03-31,      19, Telecoms       ,   816731.2158280341   ,  587547.774459791    ,   91979.5747650848    , 0.05052052635285772
2013-06-30,      19, Telecoms       ,   371100.79754867434  ,  210759.71098134166  ,   42690.26105210883   , 0.05052052635285772
2013-09-30,      19, Telecoms       ,   285374.2673193689   ,  148435.67007385573  ,   29552.26415585077   , 0.05052052635285772
2013-12-31,      19, Telecoms       ,   515229.0019865725   ,  360909.7555443792   ,  126851.22965582614   , 0.05052052635285772
2014-03-31,      19, Telecoms       ,   386605.3196860368   ,  274691.9163458876   ,   92386.90688656227   , 0.05052052635285772
2014-06-30,      19, Telecoms       ,   366486.0998722903   ,  211055.02581987597  ,   39431.47485139695   , 0.05052052635285772
2014-09-30,      19, Telecoms       ,   464174.98704060324  ,  263590.3687919138   ,   48412.459733991265  , 0.05052052635285772
2014-12-31,      19, Telecoms       ,   364628.53491630935  ,  227883.98030094724  ,   37081.03759522492   , 0.05052052635285772
2015-03-31,      19, Telecoms       ,   342475.74472287926  ,  158250.30199378848  ,   64472.02922837274   , 0.05052052635285772
2015-06-30,      19, Telecoms       ,   670957.8523549685   ,  381979.87774664955  ,  165102.6403307709    , 0.05052052635285772
2015-09-30,      19, Telecoms       ,   224379.45548786494  ,  148725.80681408933  ,   31575.529703763033  , 0.05052052635285772
2015-12-31,      19, Telecoms       ,   514528.13310482865  ,  371115.2436773229   ,   80373.56269826132   , 0.05052052635285772
2016-03-31,      19, Telecoms       ,   348898.7400178271   ,  201606.3819129332   ,   78451.46253545769   , 0.05052052635285772
2016-06-30,      19, Telecoms       ,   461665.6210248516   ,  319331.6362779824   ,   61700.58711956211   , 0.05052052635285772
2016-09-30,      19, Telecoms       ,   578902.34210783     ,  422089.00130735774  ,   66170.93331135833   , 0.05052052635285772
2016-12-31,      19, Telecoms       ,   360455.858783846    ,  210873.01846597152  ,   54291.19166703481   , 0.05052052635285772
2017-03-31,      19, Telecoms       ,   588638.9260181726   ,  273945.58356087     ,  102352.71723125891   , 0.05052052635285772
2017-06-30,      19, Telecoms       ,   329262.5584184264   ,  191838.93928832046  ,   49442.124001638666  , 0.05052052635285772
2017-09-30,      19, Telecoms       ,   587644.3784867205   ,  292887.9566274798   ,  109183.9622073112    , 0.05052052635285772
2017-12-31,      19, Telecoms       ,   173950.0460171067   ,  120309.01793131744  ,   37229.50890932139   , 0.05052052635285772
2018-03-31,      19, Telecoms       ,   419091.7979876746   ,  222308.21248018063  ,   64607.69823929339   , 0.05052052635285772
2018-06-30,      19, Telecoms       ,   419474.1464859159   ,  240164.33283528165  ,   84714.72613359458   , 0.05052052635285772
2018-09-30,      19, Telecoms       ,   840492.147914473    ,  426995.7326267329   ,  164926.13669362132   , 0.05052052635285772
2018-12-31,      19, Telecoms       ,   318323.81226378004  ,  168058.56053946764  ,   74141.72744910257   , 0.05052052635285772
2019-03-31,      19, Telecoms       ,   396177.6389571066   ,  205615.45225670945  ,   64060.179377742556  , 0.05052052635285772
2019-06-30,      19, Telecoms       ,   572995.8224816205   ,  299195.1981616614   ,  115090.55224470446   , 0.05052052635285772
2019-09-30,      19, Telecoms       ,   551960.2715876786   ,  384884.73123860796  ,   88064.61240930045   , 0.05052052635285772
2019-12-31,      19, Telecoms       ,   662531.282954538    ,  329208.5422749347   ,  139590.46648598032   , 0.05052052635285772
2020-03-31,      19, Telecoms       ,   786380.4898466509   ,  417719.95513188775  ,   88219.65898606546   , 0.05052052635285772
2020-06-30,      19, Telecoms       ,   284348.4519225772   ,  212628.53245120306  ,   35097.193737463436  , 0.05052052635285772
2020-09-30,      19, Telecoms       ,   571896.8474971077   ,  356487.39052375796  ,  131487.7962618043    , 0.05052052635285772
2020-12-31,      19, Telecoms       ,   701374.8478351017   ,  376520.36165579566  ,  119340.46066979764   , 0.05052052635285772
2021-03-31,      19, Telecoms       ,   265392.75321557507  ,  153462.28105102273  ,   39687.548909547855  , 0.05052052635285772
2021-06-30,      19, Telecoms       ,   910078.9499031571   ,  563584.1772254846   ,  207121.39098087125   , 0.05052052635285772
2021-09-30,      19, Telecoms       ,   650725.0394618282   ,  401404.43088081246  ,  141160.15939048197   , 0.05052052635285772
2021-12-31,      19, Telecoms       ,   557800.013097853    ,  253720.98044847744  ,  124253.893058943     , 0.05052052635285772
2022-03-31,      19, Telecoms       ,   585372.414008207    ,  307851.97830133885  ,  134538.69265765214   , 0.05052052635285772
2022-06-30,      19, Telecoms       ,   336019.9540801134   ,  161576.12826432157  ,   39950.514303542885  , 0.05052052635285772
2022-09-30,      19, Telecoms       ,   374513.11073179176  ,  244536.5098470466   ,   70834.01436402222   , 0.05052052635285772
2022-12-31,      19, Telecoms       ,   642109.316441115    ,  405135.6858015583   ,  129949.9993005074    , 0.05052052635285772
2023-03-31,      19, Telecoms       ,   225583.620782042    ,  120185.72148820908  ,   48565.26600213634   , 0.05052052635285772
2023-06-30,      19, Telecoms       ,   932567.5152839051   ,  482959.67722535407  ,  190106.82177637063   , 0.05052052635285772
2023-09-30,      19, Telecoms       ,   574971.9207980614   ,  387602.0722304272   ,   76360.34380127714   , 0.05052052635285772
2023-12-31,      19, Telecoms       ,   265167.3514941484   ,  124093.81007112979  ,   31726.229231170902  , 0.05052052635285772
2024-03-31,      19, Telecoms       ,   689539.4116571046   ,  319600.8597380314   ,  144887.87524974535   , 0.05052052635285772
2024-06-30,      19, Telecoms       ,   511344.68949822825  ,  282464.5533841883   ,   87838.41005971156   , 0.05052052635285772
2010-03-31,      20, Telecoms       ,   963921.2642864657   ,  640444.3734084987   ,  138807.56656037335   , 0.16626353893583373
2010-06-30,      20, Telecoms       ,  1321121.4441014023   ,  802767.6772315587   ,  270400.4230093244    , 0.16626353893583373
2010-09-30,      20, Telecoms       ,  1544683.420769788    , 1008536.6577455485   ,  311941.0584345969    , 0.16626353893583373
2010-12-31,      20, Telecoms       ,  1570324.3387749705   , 1152268.4997999275   ,  226713.40092173964   , 0.16626353893583373
2011-03-31,      20, Telecoms       ,  1918160.8557703951   , 1227840.6204520399   ,  362569.2446343758    , 0.16626353893583373
2011-06-30,      20, Telecoms       ,   937286.1009667872   ,  426346.1715006735   ,  196189.64126560997   , 0.16626353893583373
2011-09-30,      20, Telecoms       ,  2354482.8774697133   , 1452653.6088245674   ,  356491.4020718749    , 0.16626353893583373
2011-12-31,      20, Telecoms       ,   897691.07156995     ,  440203.35623384855  ,  102482.95736958859   , 0.16626353893583373
2012-03-31,      20, Telecoms       ,  1090059.7343516112   ,  621996.9848312191   ,  228194.06405892668   , 0.16626353893583373
2012-06-30,      20, Telecoms       ,  1657253.341005407    , 1133472.2330758758   ,  195113.06511468513   , 0.16626353893583373
2012-09-30,      20, Telecoms       ,   879241.5839620617   ,  399060.71031298133  ,  159182.21432841767   , 0.16626353893583373
2012-12-31,      20, Telecoms       ,  1091077.5632872537   ,  769586.3445988843   ,  265835.3168000039    , 0.16626353893583373
2013-03-31,      20, Telecoms       ,  1884516.6671125481   ,  896119.5530302941   ,  343605.6581060229    , 0.16626353893583373
2013-06-30,      20, Telecoms       ,  4466924.41849676     , 2519317.336228071    ,  853496.5535761368    , 0.16626353893583373
2013-09-30,      20, Telecoms       ,   847677.5255990193   ,  405604.8653765847   ,  124810.14574109297   , 0.16626353893583373
2013-12-31,      20, Telecoms       ,  1164470.9934585919   ,  557773.9789150762   ,  147345.80455572924   , 0.16626353893583373
2014-03-31,      20, Telecoms       ,  1458930.0822691256   ,  889307.6530402432   ,  337075.2610272753    , 0.16626353893583373
2014-06-30,      20, Telecoms       ,  1649059.3551788644   , 1234602.3725542803   ,  309045.5426313486    , 0.16626353893583373
2014-09-30,      20, Telecoms       ,  1180018.1000716533   ,  639243.1661648463   ,  189281.46196813323   , 0.16626353893583373
2014-12-31,      20, Telecoms       ,  2217025.496585144    , 1444951.1978591639   ,  448568.00495407096   , 0.16626353893583373
2015-03-31,      20, Telecoms       ,  1076148.9909721562   ,  688432.8239244481   ,  128329.56116372626   , 0.16626353893583373
2015-06-30,      20, Telecoms       ,  1259441.9612381926   ,  785322.2042949713   ,  256942.9348625991    , 0.16626353893583373
2015-09-30,      20, Telecoms       ,  2235797.8260452333   , 1591570.180874239    ,  391250.8667065194    , 0.16626353893583373
2015-12-31,      20, Telecoms       ,  2050737.7555362247   , 1372096.8651667072   ,  395537.91139562655   , 0.16626353893583373
2016-03-31,      20, Telecoms       ,  1229353.8424611052   ,  780801.6983041847   ,  279670.4995795781    , 0.16626353893583373
2016-06-30,      20, Telecoms       ,   737170.2721616729   ,  375126.5749912069   ,   87599.76313456248   , 0.16626353893583373
2016-09-30,      20, Telecoms       ,  4104905.8485460514   , 2513894.9398365756   ,  463463.6705397393    , 0.16626353893583373
2016-12-31,      20, Telecoms       ,  1142741.7462188988   ,  533783.8963854958   ,  132355.22203598666   , 0.16626353893583373
2017-03-31,      20, Telecoms       ,  2369086.9498045766   , 1232214.8054274304   ,  463550.05443583825   , 0.16626353893583373
2017-06-30,      20, Telecoms       ,  3675426.0984253567   , 2558170.994149158    ,  390465.6689673683    , 0.16626353893583373
2017-09-30,      20, Telecoms       ,  3249996.7123901285   , 1708502.400617548    ,  475037.8357948231    , 0.16626353893583373
2017-12-31,      20, Telecoms       ,  1465975.3617115752   ,  929562.3268086471   ,  344050.1886611232    , 0.16626353893583373
2018-03-31,      20, Telecoms       ,  1696111.7529357306   , 1134811.5801421753   ,  262428.127211747     , 0.16626353893583373
2018-06-30,      20, Telecoms       ,  2471708.2829351635   , 1587552.6687841068   ,  420010.5633147978    , 0.16626353893583373
2018-09-30,      20, Telecoms       ,  1877242.3837890795   , 1158144.7733983942   ,  288707.1833866235    , 0.16626353893583373
2018-12-31,      20, Telecoms       ,  1022461.4071165301   ,  739650.3783969092   ,  105456.78984713275   , 0.16626353893583373
2019-03-31,      20, Telecoms       ,  1272058.1332137352   ,  864946.352025246    ,  261174.03793068943   , 0.16626353893583373
2019-06-30,      20, Telecoms       ,  1388302.8066100955   ,  762741.4275489764   ,  279533.98617946985   , 0.16626353893583373
2019-09-30,      20, Telecoms       ,  2613436.903451265    , 1532140.7100953003   ,  422963.7486341442    , 0.16626353893583373
2019-12-31,      20, Telecoms       ,  1171974.7446796435   ,  856032.5913204876   ,  161301.0698239437    , 0.16626353893583373
2020-03-31,      20, Telecoms       ,  1612068.7842990167   , 1194214.9835916003   ,  252572.298719954     , 0.16626353893583373
2020-06-30,      20, Telecoms       ,   998783.3188067566   ,  468040.8788625959   ,  150712.1980264852    , 0.16626353893583373
2020-09-30,      20, Telecoms       ,   895860.8774970599   ,  580007.8040389321   ,  223662.78422383103   , 0.16626353893583373
2020-12-31,      20, Telecoms       ,  1490461.4943717148   ,  872697.7607986712   ,  228352.5376512366    , 0.16626353893583373
2021-03-31,      20, Telecoms       ,  1019380.0341594751   ,  728838.4575699718   ,  165367.75205028488   , 0.16626353893583373
2021-06-30,      20, Telecoms       ,  1342532.2049170418   ,  760118.0030561114   ,  267101.5359936554    , 0.16626353893583373
2021-09-30,      20, Telecoms       ,  3278681.3908767197   , 1535845.4682915914   ,  728059.0767452791    , 0.16626353893583373
2021-12-31,      20, Telecoms       ,  1081760.7489167082   ,  792012.4151403027   ,  213447.41439212303   , 0.16626353893583373
2022-03-31,      20, Telecoms       ,  3928043.157261577    , 2453145.4179370343   ,  629348.194864074     , 0.16626353893583373
2022-06-30,      20, Telecoms       ,  1189336.2059657455   ,  655830.1013041373   ,  141559.08086738893   , 0.16626353893583373
2022-09-30,      20, Telecoms       ,   944790.9573721673   ,  633302.545983778    ,  124074.33265844558   , 0.16626353893583373
2022-12-31,      20, Telecoms       ,  1279957.3630533714   ,  598469.1414895394   ,  234046.5020854155    , 0.16626353893583373
2023-03-31,      20, Telecoms       ,  2200439.3987923036   , 1371081.6511593098   ,  334075.39218845096   , 0.16626353893583373
2023-06-30,      20, Telecoms       ,  1636086.282577393    , 1130377.8443933895   ,  296200.06114424474   , 0.16626353893583373
2023-09-30,      20, Telecoms       ,  1552513.525739027    , 1121544.4085992647   ,  247543.45929997266   , 0.16626353893583373
2023-12-31,      20, Telecoms       ,  1076402.579470929    ,  580070.9180205389   ,  130804.89198851647   , 0.16626353893583373
2024-03-31,      20, Telecoms       ,  1352064.7175454397   ,  850048.4248561906   ,  151556.0585076113    , 0.16626353893583373
2024-06-30,      20, Telecoms       ,   932915.7637275475   ,  682773.5980188444   ,  198962.98468803935   , 0.16626353893583373
2010-03-31,      21, Telecoms       ,     9179.995954791217 ,    4495.020796701917 ,    1523.680544468888  , 0.0013080023387758346
2010-06-30,      21, Telecoms       ,    16292.481999055935 ,   10479.112193222334 ,    2560.2458615384107 , 0.0013080023387758346
2010-09-30,      21, Telecoms       ,    12251.49915976403  ,    8829.912515605285 ,    1929.3943260631158 , 0.0013080023387758346
2010-12-31,      21, Telecoms       ,     9181.251547839915 ,    4727.424891369424 ,    1527.637246141673  , 0.0013080023387758346
2011-03-31,      21, Telecoms       ,    13241.11582781723  ,    7361.144997988782 ,    2912.6152076499197 , 0.0013080023387758346
2011-06-30,      21, Telecoms       ,    18846.545041153902 ,   11617.125467444539 ,    4219.550072220206  , 0.0013080023387758346
2011-09-30,      21, Telecoms       ,    19095.4372804699   ,   12021.893404831475 ,    3095.774447053849  , 0.0013080023387758346
2011-12-31,      21, Telecoms       ,    14621.094213491746 ,   10781.357396892614 ,    2648.860853415644  , 0.0013080023387758346
2012-03-31,      21, Telecoms       ,     6789.468297037444 ,    4329.611593616733 ,    1261.0836318800252 , 0.0013080023387758346
2012-06-30,      21, Telecoms       ,    14226.708569807777 ,    7190.911462444244 ,    1549.8300972653687 , 0.0013080023387758346
2012-09-30,      21, Telecoms       ,    20351.41415340861  ,   12353.723789462561 ,    2727.412957821241  , 0.0013080023387758346
2012-12-31,      21, Telecoms       ,    14507.711921592725 ,    9429.383012898654 ,    1625.0938128975688 , 0.0013080023387758346
2013-03-31,      21, Telecoms       ,     7145.338242475692 ,    3610.80890262675  ,     931.352627918801  , 0.0013080023387758346
2013-06-30,      21, Telecoms       ,    10685.885088414581 ,    6048.34044212184  ,    1150.5762917677102 , 0.0013080023387758346
2013-09-30,      21, Telecoms       ,    13032.788661122802 ,    7754.356580633634 ,    2051.5905086209063 , 0.0013080023387758346
2013-12-31,      21, Telecoms       ,     4278.459641525564 ,    3002.383307472639 ,     521.1121224061853 , 0.0013080023387758346
2014-03-31,      21, Telecoms       ,     8687.815625133397 ,    4094.9732569417724,    1616.6276668466094 , 0.0013080023387758346
2014-06-30,      21, Telecoms       ,    11667.142535342686 ,    7231.359433143119 ,    2703.335575308857  , 0.0013080023387758346
2014-09-30,      21, Telecoms       ,    14465.62176074004  ,    6720.850169928007 ,    1659.2234907266097 , 0.0013080023387758346
2014-12-31,      21, Telecoms       ,    11947.580337260326 ,    5534.355278139964 ,    1526.7995418252117 , 0.0013080023387758346
2015-03-31,      21, Telecoms       ,    26962.842766558537 ,   12502.010878828949 ,    6522.1939313531075 , 0.0013080023387758346
2015-06-30,      21, Telecoms       ,    14754.517554448468 ,   10367.256049562837 ,    2131.9078666731516 , 0.0013080023387758346
2015-09-30,      21, Telecoms       ,     6037.249431819445 ,    3365.4158843570162,    1499.808519945466  , 0.0013080023387758346
2015-12-31,      21, Telecoms       ,    12192.616799696209 ,    7989.75198217889  ,    2954.8453235132483 , 0.0013080023387758346
2016-03-31,      21, Telecoms       ,    10170.373497342318 ,    6269.216962874773 ,    1134.1360734853192 , 0.0013080023387758346
2016-06-30,      21, Telecoms       ,     7753.009886263061 ,    3498.5940363720956,    1554.9835913289596 , 0.0013080023387758346
2016-09-30,      21, Telecoms       ,     7445.298729298779 ,    4444.04835331144  ,    1208.4944595905315 , 0.0013080023387758346
2016-12-31,      21, Telecoms       ,    23595.535711789213 ,   10787.914638175349 ,    3546.544477862558  , 0.0013080023387758346
2017-03-31,      21, Telecoms       ,    12147.778806171755 ,    8121.967072767269 ,    1789.4232301196455 , 0.0013080023387758346
2017-06-30,      21, Telecoms       ,    14238.63228910176  ,    8086.74775381014  ,    1929.8842733443014 , 0.0013080023387758346
2017-09-30,      21, Telecoms       ,    14898.931593344663 ,    9149.11598992485  ,    2551.6428868143853 , 0.0013080023387758346
2017-12-31,      21, Telecoms       ,    17620.551312578416 ,   12805.388278953564 ,    1954.2996131906023 , 0.0013080023387758346
2018-03-31,      21, Telecoms       ,     8117.269733025798 ,    5558.119789005506 ,    2020.2033061765346 , 0.0013080023387758346
2018-06-30,      21, Telecoms       ,     6876.552884203829 ,    3590.9438546105594,    1589.4883814565183 , 0.0013080023387758346
2018-09-30,      21, Telecoms       ,     9531.189803678959 ,    5430.8697966570235,    1538.81946156461   , 0.0013080023387758346
2018-12-31,      21, Telecoms       ,    14750.074094836265 ,   10966.18154523642  ,    1875.2327517578112 , 0.0013080023387758346
2019-03-31,      21, Telecoms       ,     9152.445735487243 ,    6125.375934787191 ,    1491.8637623172574 , 0.0013080023387758346
2019-06-30,      21, Telecoms       ,    17888.377117587213 ,   11153.544968594368 ,    4022.9487208288524 , 0.0013080023387758346
2019-09-30,      21, Telecoms       ,    13314.850974135334 ,    6229.821679093103 ,    2713.6675944573544 , 0.0013080023387758346
2019-12-31,      21, Telecoms       ,    13010.9528951839   ,    6401.339552166921 ,    2112.6246597329455 , 0.0013080023387758346
2020-03-31,      21, Telecoms       ,     4801.716064256736 ,    2909.2805481791306,    1197.9270642375934 , 0.0013080023387758346
2020-06-30,      21, Telecoms       ,    18076.60800168811  ,    8867.754713268218 ,    3639.1539232563664 , 0.0013080023387758346
2020-09-30,      21, Telecoms       ,     7787.856003238661 ,    3875.4009181311853,    1887.705939202057  , 0.0013080023387758346
2020-12-31,      21, Telecoms       ,    10376.219544357255 ,    7407.3802673887085,    2449.371932017296  , 0.0013080023387758346
2021-03-31,      21, Telecoms       ,    20090.15463338005  ,   11956.46993636775  ,    3269.8420267217716 , 0.0013080023387758346
2021-06-30,      21, Telecoms       ,     7282.644645543697 ,    4058.9337442214114,    1376.90846553195   , 0.0013080023387758346
2021-09-30,      21, Telecoms       ,     7249.097958400777 ,    4288.000569195719 ,    1326.735464283369  , 0.0013080023387758346
2021-12-31,      21, Telecoms       ,    12915.25511002866  ,    8021.485189402854 ,    1698.5637105401204 , 0.0013080023387758346
2022-03-31,      21, Telecoms       ,    18818.873185562512 ,   11652.04174497654  ,    2619.1047232944875 , 0.0013080023387758346
2022-06-30,      21, Telecoms       ,     9055.307031807957 ,    5962.7923248227735,    1676.2155841408928 , 0.0013080023387758346
2022-09-30,      21, Telecoms       ,    15116.234943261383 ,    9569.06613154104  ,    2618.534759434154  , 0.0013080023387758346
2022-12-31,      21, Telecoms       ,    16187.136986647418 ,    7930.962837697266 ,    2253.248702611445  , 0.0013080023387758346
2023-03-31,      21, Telecoms       ,    23969.841848504082 ,   14480.477645580366 ,    3433.1448114158143 , 0.0013080023387758346
2023-06-30,      21, Telecoms       ,     6444.941577465989 ,    2912.7224323468517,    1124.229076786288  , 0.0013080023387758346
2023-09-30,      21, Telecoms       ,    17297.506980959075 ,    7908.141348636809 ,    3247.1601704040477 , 0.0013080023387758346
2023-12-31,      21, Telecoms       ,     8082.5547962314195,    5920.004792469029 ,    1019.7063483830307 , 0.0013080023387758346
2024-03-31,      21, Telecoms       ,     8137.663366400819 ,    5189.425147809015 ,    1485.772560024729  , 0.0013080023387758346
2024-06-30,      21, Telecoms       ,    11339.071873047109 ,    6488.326430166445 ,    2020.6969152216075 , 0.0013080023387758346
2010-03-31,      22, Telecoms       ,    99369.9863410816   ,   47333.54862869982  ,   12498.202303418553  , 0.014945337318526689
2010-06-30,      22, Telecoms       ,   143867.78939653144  ,   87100.90454218423  ,   19004.820144695255  , 0.014945337318526689
2010-09-30,      22, Telecoms       ,    99612.34882632732  ,   69087.12443540737  ,   10168.3608703372    , 0.014945337318526689
2010-12-31,      22, Telecoms       ,    71069.12599183121  ,   45826.342253871015 ,   14237.383167809541  , 0.014945337318526689
2011-03-31,      22, Telecoms       ,   127223.69205958665  ,   78799.45310303287  ,   25375.284524999046  , 0.014945337318526689
2011-06-30,      22, Telecoms       ,   198077.1143425978   ,  129486.96749364563  ,   47491.178995061106  , 0.014945337318526689
2011-09-30,      22, Telecoms       ,   172205.3662020263   ,   80035.24647489897  ,   23189.541053932007  , 0.014945337318526689
2011-12-31,      22, Telecoms       ,   114814.87524336262  ,   82576.66261824474  ,   15893.677039650662  , 0.014945337318526689
2012-03-31,      22, Telecoms       ,   109874.94551394926  ,   77762.1827498316   ,   19229.075648758073  , 0.014945337318526689
2012-06-30,      22, Telecoms       ,   114728.55409552692  ,   74856.70574957773  ,   15587.016496218803  , 0.014945337318526689
2012-09-30,      22, Telecoms       ,   182291.55817679813  ,   99126.39549261624  ,   29458.75238081901   , 0.014945337318526689
2012-12-31,      22, Telecoms       ,   181855.71753816935  ,   93275.08565103031  ,   44824.552596246285  , 0.014945337318526689
2013-03-31,      22, Telecoms       ,   166129.73132547183  ,   89878.78675180435  ,   36097.27222784736   , 0.014945337318526689
2013-06-30,      22, Telecoms       ,   143151.61622977568  ,   97308.39810609257  ,   29166.905288850743  , 0.014945337318526689
2013-09-30,      22, Telecoms       ,   127838.13837424635  ,   62540.36005870441  ,   25664.315351712045  , 0.014945337318526689
2013-12-31,      22, Telecoms       ,   156908.15112666966  ,  104939.06372443297  ,   29225.56881775672   , 0.014945337318526689
2014-03-31,      22, Telecoms       ,   133990.69831674153  ,   72844.97048559885  ,   21990.550624087315  , 0.014945337318526689
2014-06-30,      22, Telecoms       ,    74033.58434265379  ,   47645.466110467074 ,   15678.99621022402   , 0.014945337318526689
2014-09-30,      22, Telecoms       ,   108672.75291067758  ,   57677.89747903185  ,   14105.151935086762  , 0.014945337318526689
2014-12-31,      22, Telecoms       ,    75313.90953974063  ,   51591.24555928992  ,   17803.297230613025  , 0.014945337318526689
2015-03-31,      22, Telecoms       ,   227116.1585617248   ,  163318.9086632985   ,   51536.88791042722   , 0.014945337318526689
2015-06-30,      22, Telecoms       ,   100663.86176918595  ,   50819.54829817442  ,   24505.991242666958  , 0.014945337318526689
2015-09-30,      22, Telecoms       ,    72647.11413922587  ,   34051.838090235324 ,   12562.57835510888   , 0.014945337318526689
2015-12-31,      22, Telecoms       ,    83604.50599675656  ,   40356.236543314495 ,   11477.307942049625  , 0.014945337318526689
2016-03-31,      22, Telecoms       ,   197351.06323605395  ,  140641.5632582427   ,   28688.913725222625  , 0.014945337318526689
2016-06-30,      22, Telecoms       ,   105014.93029564312  ,   74309.555637289    ,   24004.800099837925  , 0.014945337318526689
2016-09-30,      22, Telecoms       ,   105942.45229027203  ,   69614.45211242199  ,   25611.970260275084  , 0.014945337318526689
2016-12-31,      22, Telecoms       ,   157302.98053233427  ,  102996.0367327625   ,   23554.945867143975  , 0.014945337318526689
2017-03-31,      22, Telecoms       ,   322841.7699282933   ,  194728.83279580867  ,   38093.04999530909   , 0.014945337318526689
2017-06-30,      22, Telecoms       ,   133275.71979035373  ,   72451.24195716532  ,   29368.55825837908   , 0.014945337318526689
2017-09-30,      22, Telecoms       ,   126132.01979027495  ,   81821.09978590997  ,   26837.585607322664  , 0.014945337318526689
2017-12-31,      22, Telecoms       ,   152193.15378933257  ,  105558.71665227354  ,   36809.80986049623   , 0.014945337318526689
2018-03-31,      22, Telecoms       ,   184128.8889834734   ,   90132.20900957785  ,   37885.648714565556  , 0.014945337318526689
2018-06-30,      22, Telecoms       ,   111986.84236469     ,   75321.60197406852  ,   22583.09710336386   , 0.014945337318526689
2018-09-30,      22, Telecoms       ,   165709.16532831063  ,   82963.54290485856  ,   17904.08301315229   , 0.014945337318526689
2018-12-31,      22, Telecoms       ,   114654.65077480568  ,   76272.80223118997  ,   19642.790389767073  , 0.014945337318526689
2019-03-31,      22, Telecoms       ,   115423.11419429089  ,   57767.37300876485  ,   26024.02582418501   , 0.014945337318526689
2019-06-30,      22, Telecoms       ,   202125.03178632914  ,  124240.77732676962  ,   25948.68401124395   , 0.014945337318526689
2019-09-30,      22, Telecoms       ,   137734.67021300455  ,   86951.05639014437  ,   23295.719113491265  , 0.014945337318526689
2019-12-31,      22, Telecoms       ,   273554.9940432331   ,  191108.99165902744  ,   61395.15296639806   , 0.014945337318526689
2020-03-31,      22, Telecoms       ,   104758.73605364603  ,   73504.6123161777   ,   21020.044362797216  , 0.014945337318526689
2020-06-30,      22, Telecoms       ,   150621.69034640584  ,   99275.84808464105  ,   23263.13238289621   , 0.014945337318526689
2020-09-30,      22, Telecoms       ,   153462.31280342853  ,   74241.558779499    ,   24733.01532090372   , 0.014945337318526689
2020-12-31,      22, Telecoms       ,   169386.0393189172   ,  121265.85534626173  ,   18137.773287307038  , 0.014945337318526689
2021-03-31,      22, Telecoms       ,   136725.96390183148  ,   87424.33049414973  ,   19221.46766056567   , 0.014945337318526689
2021-06-30,      22, Telecoms       ,   143137.68913738156  ,   75095.40462676613  ,   34540.37439930922   , 0.014945337318526689
2021-09-30,      22, Telecoms       ,   197847.92138001972  ,  112365.06380834272  ,   23917.461405270944  , 0.014945337318526689
2021-12-31,      22, Telecoms       ,    99188.5871369334   ,   44953.71478336632  ,   18016.47615831122   , 0.014945337318526689
2022-03-31,      22, Telecoms       ,   129608.92860075508  ,   72212.61258431227  ,   19650.494749570506  , 0.014945337318526689
2022-06-30,      22, Telecoms       ,   145108.23137311646  ,   87959.2627929474   ,   24102.438416602614  , 0.014945337318526689
2022-09-30,      22, Telecoms       ,   133617.28298884755  ,   80481.34417149564  ,   16135.053778293966  , 0.014945337318526689
